name,app_price,play_price,total_app_price,avg_app_rating,app_genre,play_genre,app_trader_purchase_price,avg_app_rating_rounded,expected_app_lifespan_years
Theory Test and Hazard Perception Pro,3.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Theory Test for Car Drivers - Driving Test Success,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
There's no tablecloth I can't pull!!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Theremin Synth - Loop, Record & Download",2.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
"Thermo-Hygrometer (Barometer, Feels Like, THI)",1.99,NULL,NULL,NULL,Weather,NULL,"$10,000.00 ",NULL,1
theSkimm,0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
Think in Japanese (Original name:ひとりごと英語),2.99,NULL,NULL,NULL,Reference,NULL,"$10,000.00 ",NULL,1
Thinkrolls Kings & Queens - Logic and Physics Game,3.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
"Thirty Days & Seven Seas – Pirate Battle Board Game Starring Clarence, Jeff and Sumo",2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
This American Life,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
This by Tinrocket,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
This War of Mine,14.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Thomas & Friends: Magical Tracks - Kids Train Set,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Thomas & Friends: Race On!,0,$0.00 ,$0.00 ,3.55,Games,Casual;Action & Adventure,"$10,000.00 ",3.5,8
Thomas & Friends™: Read & Play,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Thomas Was Alone,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Threes!,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Through The Fog!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Thumb Drift - Furious One Touch Car Racing,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Thumbly Keyboard,1.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Ticket Camp - フリマよりも安心で簡単なチケットアプリ,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Ticket Drops,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Ticket Scanner for Powerball & MegaMillions Pool,0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
Ticket to Ride,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Ticketmaster - Tickets for Concerts, Sports, Shows",0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
TIDAL,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Tidal Rider,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tikal,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiki Taka World Soccer,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Til Morning's Light,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Tile - Find & track your lost phone, wallet, keys",0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Timberman,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TIME LOCKER - Shooter,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Time tracker and Invoice - TimeTrack,2.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
Timehop,0,$0.00 ,$0.00 ,3.8,Social Networking,Social,"$10,000.00 ",4,9
Timeline Builder: Create Custom Timelines,1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Timelines - Time Tracking,7.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Timenote,0.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
Timepage – Calendar by Moleskine,4.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Timepage for iPad – Calendar by Moleskine,6.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Timeshare+,1.99,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
TimeStamp Photo with GPS Address Location,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Timetracks - Slit-Scan Camera,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
TimeTraks,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tina's Diary - Star Fever,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tina's Diary: Spring Outing,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tinder,0,$0.00 ,$0.00 ,3.75,Lifestyle,Lifestyle,"$10,000.00 ",4,9
Tinker Island: Survival Adventure,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Tinkerblocks – code, create, play",1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Tiny Archers,0,$0.00 ,$0.00 ,4.25,Games,Action,"$10,000.00 ",4.5,10
Tiny Bone,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Guardians,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Memories - Photo Editor for Baby Pics,4.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Tiny Miners,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Pirates - Kids' Activity App,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Tiny Planet Photos and Video,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Tiny Rails,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Rogue,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",4.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
Tiny Sea Adventure,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Tower - Free City Building,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Wings,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tiny Wings HD,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Tinycards - Learn with Fun, Free Flashcards",0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Tip Tap Soccer,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Titan Brawl,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Titan Quest,7.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Titan Slots™ III,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TLC GO - Watch Full Episodes and Live TV,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
"TLMJ, Tout Le Monde Joue",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TMNT: Brothers Unite,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TNNS,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
To-Fu Fury,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Toast Girl,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tobuscus Adventures: Wizards,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Toby: The Secret Mine,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Toca Band,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Blocks,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Boo,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Cars,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Dance,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Dance Free,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Hair Salon,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Hair Salon - Christmas Gift,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Hair Salon 2,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Hair Salon 3,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Hair Salon Me,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Toca House,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Kitchen,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Kitchen Monsters,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Lab: Elements,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Toca Life: Farm,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Life: School,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Life: Stable,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Life: Town,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Life: Vacation,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Mini,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Nature,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Pet Doctor,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Robot Lab,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Store,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Tailor,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toca Train,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
TodayAir,0,NULL,NULL,NULL,Weather,NULL,"$10,000.00 ",NULL,1
Toddler Counting 123,0.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
"Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",0.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Todrick,0.99,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
TOEIC®TEST実力判定『アプトレ』,0.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
TOEIC®テストリスニング360問,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
TOEIC®テスト文法640問1,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
TohTum,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tokyo Wizard,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tom's Love Letters,0,$0.00 ,$0.00 ,4.05,Entertainment,Entertainment,"$10,000.00 ",4,9
Tom Loves Angela,0.99,$0.00 ,$0.99 ,4.05,Entertainment,Entertainment,"$10,000.00 ",4,9
Tom Loves Angela for iPad,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tomb Journey (Ancient ruins fantasy adventure),0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tomb of the Mask,0,$0.00 ,$0.00 ,4.3,Games,Action,"$10,000.00 ",4.5,10
Tomb Raider I,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tomb Raider II,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TonalEnergy Chromatic Tuner and Metronome,3.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Tone Sphere,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tongo Music - for kids and families,1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Toon Shooters 2: The Freelancers,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
ToonCamera,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Tooth Fairy Princess - Magical Adventure,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Top Eleven 2017 - Be a Soccer Manager,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Top Hat Lecture,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Top Model - Next Fashion Star,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Top Tier,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"TopBuzz: Best Viral Videos, GIFs, TV & News",0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
Topia World Builder,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tormentum - a Point & Click Adventure,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Torque Burnout,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Total - Free browser with file manager and cloud storage support,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Total War Battles: KINGDOM,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Touch Camera - Fast Recording and Burst,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Touch Notation,11.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Touchdown Hero,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Touchgrind,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Touchgrind BMX,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Touchgrind Skate 2,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TouchOSC,4.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
TouchRetouch,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Tour de France 2016 - the official game,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tower Conquest,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tower Knights!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Township,0,$0.00 ,$0.00 ,4.55,Games,Casual,"$10,000.00 ",4.5,10
TownWiFi - WiFi Everywhere,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Toy Blast,0,$0.00 ,$0.00 ,4.6,Games,Puzzle,"$10,000.00 ",4.5,10
Toy Blocks Game for Brain Traning -TSUMIKI-,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tozzle - Toddler's favorite puzzle,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tracky Train,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tractor Crew: Operation Cleanup,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Traffic Racer,0,$0.00 ,$0.00 ,4.5,Games,Racing,"$10,000.00 ",4.5,10
Traffic Rider,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Traffic Rush,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trail Jump,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trailer Truck Parking with Real City Traffic Car Driving Sim,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Conductor World,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Drive ATS,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Drive ATS 2,6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Driver Journey 4 - Introduction to Steam,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Driver Journey 8 - Winter in the Alps,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Train Kit,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Trainline UK: Live Train Times, Tickets & Planner",0,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
Trainz Driver - train driving game and realistic railroad simulator,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trans4motor - Universal Engine Simulator,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Transformers Rescue Bots: Dino Island,2.99,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
Transformers Rescue Bots: Save Griffin Rock,3.99,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
Transformers: Earth Wars,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Transistor,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Translator !!,9.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
TransParent Compass,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
TRANSPORT MODS for MINECRAFT Pc EDITION,1.99,NULL,NULL,NULL,Navigation,NULL,"$10,000.00 ",NULL,1
Transport Tycoon,6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trapdoors,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TraptionBakery,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Treasure Buster,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trebel Music - Unlimited Music Downloader,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Trello,0,$0.00 ,$0.00 ,4.5,Productivity,Productivity,"$10,000.00 ",4.5,10
Trenches,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trenches II,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trial Xtreme 2,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trial Xtreme 4,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trials Frontier,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trick Pix - Magic & Prank Camera,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Trick Shot,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tricks for iPhone (Pro),1.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Tricky Test 2™: Genius Brain?,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Triennale Game Collection,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trigger Fist,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Triller - Music Video & Film Maker,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Trio,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TripAdvisor Hotels Flights Restaurants,0,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
Trivia Crack,0,$0.00 ,$0.00 ,4.5,Games,Trivia,"$10,000.00 ",4.5,10
Trivia Crack (No Ads),2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trivia Crack Kingdoms,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Troll Face Quest Video Games,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Troll Face Quest Video Memes,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trolls: Crazy Party Forest!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tropical Twist,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tropical Wars - Pirate Battles,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Truck Simulator PRO 2016,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trucker Parking Simulator 2 a Real Monster Truck & Lorry Driving Test,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TruckSimulation 16,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
True Red Eye Remover HD-Face Recovery,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Truecaller - Spam Identification & Block,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
TRUMP'S WALL - Build it Huge,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trump Bounce,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trump Dump ⁢,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trump Hoverboard Sim - Mannequin Race Challenge,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Trump On The Run,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TRUMP Yo'Self! Make Your Hair Great Again!,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Truth Or Dare — Party Game,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Truth or Dare ·,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
TRUTH or DARE!!! - FREE,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
TTPlayer - The Cinema In My Pocket,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tube Heroes Racers,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tubex - Videos and Music for YouTube,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tubi TV - Watch Free Movies & TV Shows,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tumblr,0,$0.00 ,$0.00 ,4.2,Social Networking,Social,"$10,000.00 ",4,9
TuneIn Radio - MLB NBA Audiobooks Podcasts Music,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
TuneIn Radio Pro - MLB Audiobooks Podcasts Music,9.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
TunesFlow - Music Player with Equalizer,3.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Turbo Dismount®,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,4.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
TurboTax Tax Return App - File 2016 income taxes,0,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
TV App,0.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
TV SPIELFILM - TV Programm mit Live TV,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Tweetbot 4 for Twitter,9.99,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Twilight Struggle,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Twin Moons Society™: Hidden Mystery,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Twin Shooter - Invaders,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
twinkle,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
TwinSpires Official Kentucky Derby Wagering App,0,NULL,NULL,NULL,Sports,NULL,"$10,000.00 ",NULL,1
Twist,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Twisty Arrow - Shoot the Circle Wheel,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Twisty Board,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Twisty Wheel,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
TwitCasting Viewer - Watch Live Video & Radio,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Twitch,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Twitter,0,$0.00 ,$0.00 ,3.9,News,News & Magazines,"$10,000.00 ",4,9
Two Dots,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
twofold inc.,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Tynker - Learn to Code. Programming Made Easy.,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
U by BB&T,0,$0.00 ,$0.00 ,3.15,Finance,Finance,"$10,000.00 ",3,7
"U Compass ( North, South, East and West )",0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
UA Shop by Under Armour,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Uber,0,$0.00 ,$0.00 ,3.6,Travel,Maps & Navigation,"$10,000.00 ",3.5,8
Uber Driver,0,$0.00 ,$0.00 ,3.7,Business,Business,"$10,000.00 ",3.5,8
UberEATS: Uber for Food Delivery,0,NULL,NULL,NULL,Food & Drink,NULL,"$10,000.00 ",NULL,1
Uber优步中国,0,NULL,NULL,NULL,Travel,NULL,"$10,000.00 ",NULL,1
UBiO,4.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Übungen für einen starken Rücken – GEO WISSEN GESUNDHEIT,1.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
UC浏览器HD,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
UDONちゅるん,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
UE BOOM,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
UFC ®,0,NULL,NULL,NULL,Sports,NULL,"$10,000.00 ",NULL,1
UFO on Tape,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ugly,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Ugly Meter PRO™,4.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Ugly Meter™,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
UK Snow Radar,1.99,NULL,NULL,NULL,Weather,NULL,"$10,000.00 ",NULL,1
Ulterior,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ultimate Bird Simulator,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
